sequencing_technology,center,trio,sample_id,variant_caller,date,url,ref_genome
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Reference_Calls/parliament_3x.pacbio.reference.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Reference_Calls/parliament_5x.pacbio.reference.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Reference_Calls/parliament_7x.pacbio.reference.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Variant_Calls/parliament_10x.pacbio.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Variant_Calls/parliament_12x.pacbio.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Variant_Calls/parliament_15x.pacbio.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Variant_Calls/parliament_17x.pacbio.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Variant_Calls/parliament_20x.pacbio.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Variant_Calls/parliament_3x.pacbio.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Variant_Calls/parliament_5x.pacbio.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Parliament_Pacbio_Variant_Calls/parliament_7x.pacbio.vcf,
,DNAnexus,AshkenazimTrio,,PBHoney,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/PBHoney/10x.pbhoney.vcf,
,DNAnexus,AshkenazimTrio,,PBHoney,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/PBHoney/12x.pbhoney.vcf,
,DNAnexus,AshkenazimTrio,,PBHoney,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/PBHoney/15x.pbhoney.vcf,
,DNAnexus,AshkenazimTrio,,PBHoney,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/PBHoney/17x.pbhoney.vcf,
,DNAnexus,AshkenazimTrio,,PBHoney,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/PBHoney/20x.pbhoney.vcf,
,DNAnexus,AshkenazimTrio,,PBHoney,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/PBHoney/3x.pbhoney.vcf,
,DNAnexus,AshkenazimTrio,,PBHoney,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/PBHoney/5x.pbhoney.vcf,
,DNAnexus,AshkenazimTrio,,PBHoney,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/PBHoney/7x.pbhoney.vcf,
,DNAnexus,AshkenazimTrio,HG002,sniffles,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Sniffles/HG002.sniffles.10x.vcf,
,DNAnexus,AshkenazimTrio,HG002,sniffles,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Sniffles/HG002.sniffles.12x.vcf,
,DNAnexus,AshkenazimTrio,HG002,sniffles,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Sniffles/HG002.sniffles.15x.vcf,
,DNAnexus,AshkenazimTrio,HG002,sniffles,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Sniffles/HG002.sniffles.17x.vcf,
,DNAnexus,AshkenazimTrio,HG002,sniffles,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Sniffles/HG002.sniffles.20x.vcf,
,DNAnexus,AshkenazimTrio,HG002,sniffles,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Sniffles/HG002.sniffles.3x.vcf,
,DNAnexus,AshkenazimTrio,HG002,sniffles,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Sniffles/HG002.sniffles.5x.vcf,
,DNAnexus,AshkenazimTrio,HG002,sniffles,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_CoverageTitration_Sep2016/Sniffles/HG002.sniffles.7x.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG002,breakseq,140528,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.breakseq.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG002,cnvnator,140528,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.cnvnator.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG002,delly,140528,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.delly.deletion.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG002,delly,140528,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.delly.duplication.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG002,delly,140528,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.delly.inversion.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG002,delly,140528,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.delly.translocation.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG002,lumpy,140528,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.lumpy.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG002,manta,140528,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.manta.candidateSV.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG002,manta,140528,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.manta.diploidSV.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG002,,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.pindel.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG003,breakseq,140701,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.breakseq.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG003,cnvnator,140701,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.cnvnator.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG003,delly,140701,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.delly.deletion.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG003,delly,140701,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.delly.duplication.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG003,delly,140701,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.delly.inversion.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG003,delly,140701,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.delly.translocation.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG003,lumpy,140701,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.lumpy.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG003,manta,140701,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.manta.candidateSV.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG003,manta,140701,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.manta.diploidSV.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG003,,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.pindel.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG004,breakseq,140818,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0046_AHA5R5ADXX.realigned.recalibrated.breakseq.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG004,cnvnator,140818,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0046_AHA5R5ADXX.realigned.recalibrated.cnvnator.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG004,lumpy,140818,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0046_AHA5R5ADXX.realigned.recalibrated.lumpy.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG004,manta,140818,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0046_AHA5R5ADXX.realigned.recalibrated.manta.candidateSV.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG004,manta,140818,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0046_AHA5R5ADXX.realigned.recalibrated.manta.diploidSV.vcf,
ILLUMINA,DNAnexus,AshkenazimTrio,HG004,delly,140818,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0047_BHA66FADXX.realigned.recalibrated.delly.deletion.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG004,delly,140818,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0047_BHA66FADXX.realigned.recalibrated.delly.duplication.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG004,delly,140818,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0047_BHA66FADXX.realigned.recalibrated.delly.inversion.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG004,delly,140818,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.140818_D00360_0047_BHA66FADXX.realigned.recalibrated.delly.translocation.vcf.gz,
ILLUMINA,DNAnexus,AshkenazimTrio,HG004,,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG004/HG004.pindel.vcf,
,DNAnexus,AshkenazimTrio,HG002,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Parliament_Sep2016/Parliament.HG002.assembly.vcf,
PACBIO,PacBio,AshkenazimTrio,HG002,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Parliament_Sep2016/Parliament.HG002.pacbio.vcf,
,DNAnexus,AshkenazimTrio,HG003,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Parliament_Sep2016/Parliament.HG003.assembly.vcf,
PACBIO,PacBio,AshkenazimTrio,HG003,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Parliament_Sep2016/Parliament.HG003.pacbio.vcf,
,DNAnexus,AshkenazimTrio,HG004,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Parliament_Sep2016/Parliament.HG004.assembly.vcf,
PACBIO,PacBio,AshkenazimTrio,HG004,Parliament,,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Parliament_Sep2016/Parliament.HG004.pacbio.vcf,
,DNAnexus,AshkenazimTrio,HG001,fermikit,160505,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_fermikit_160505/HG001.fermikit.sv.vcf.gz,
,DNAnexus,AshkenazimTrio,HG002,fermikit,160505,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_fermikit_160505/HG002.fermikit.raw_delgt19.vcf,
,DNAnexus,AshkenazimTrio,HG002,fermikit,160505,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_fermikit_160505/HG002.fermikit.raw_delgt49.vcf,
,DNAnexus,AshkenazimTrio,HG002,fermikit,160505,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_fermikit_160505/HG002.fermikit.raw.vcf.gz,
,DNAnexus,AshkenazimTrio,HG002,fermikit,160505,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_fermikit_160505/HG002.fermikit.sv.vcf.gz,
,DNAnexus,AshkenazimTrio,,Parliament,11062015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNANEXUS_Parliament_SVs_11062015/parliament.assembly.vcf,
PACBIO,PacBio,AshkenazimTrio,,Parliament,11062015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNANEXUS_Parliament_SVs_11062015/parliament.pacbio.vcf,
,,AshkenazimTrio,HG002,Assemblytics,160618,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/GIAB_Assemblytics_structural_variants_only_160618/hg002.Assemblytics_structural_variants.sorted.vcf.gz,
,,AshkenazimTrio,HG003,Assemblytics,160618,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/GIAB_Assemblytics_structural_variants_only_160618/hg003.Assemblytics_structural_variants.sorted.vcf.gz,
,,AshkenazimTrio,HG004,Assemblytics,160618,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/GIAB_Assemblytics_structural_variants_only_160618/hg004.Assemblytics_structural_variants.sorted.vcf.gz,
,,AshkenazimTrio,,Assemblytics,160618,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/GIAB_Assemblytics_structural_variants_only_160618/trio2.Assemblytics_structural_variants.sorted.vcf.gz,
,,AshkenazimTrio,,Assemblytics,160618,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/GIAB_Assemblytics_structural_variants_only_160618/trio3.Assemblytics_structural_variants.sorted.vcf.gz,
,,AshkenazimTrio,,Assemblytics,160618,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/GIAB_Assemblytics_structural_variants_only_160618/trio4.Assemblytics_structural_variants.sorted.vcf.gz,
IonTorrent,,AshkenazimTrio,HG003,TVC,20141120,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/IonTorrent_TVC_03162015/AmpliseqExome.20141120.NA24143.vcf,
IonTorrent,,AshkenazimTrio,HG004,TVC,20141120,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/IonTorrent_TVC_03162015/AmpliseqExome.20141120.NA24149.vcf,
IonTorrent,,AshkenazimTrio,HG002,TVC,20141120,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/IonTorrent_TVC_03162015/AmpliseqExome.20141120.NA24385.vcf,
,Leicester,AshkenazimTrio,,GangSTR,05182022,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Leicester_HipSTR_GangSTR_05182022/GangSTR/Ash_trio_gangstr_100x_.vcf.gz,
,Leicester,AshkenazimTrio,,GangSTR,05182022,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Leicester_HipSTR_GangSTR_05182022/GangSTR/Ash_trio_gangstr_30x_.vcf.gz,
,Leicester,AshkenazimTrio,,HipSTR,05182022,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Leicester_HipSTR_GangSTR_05182022/HipSTR/Ashkenazi_trio_100x.vcf.gz,
,Leicester,AshkenazimTrio,,HipSTR,05182022,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Leicester_HipSTR_GangSTR_05182022/HipSTR/Ashkenazi_trio_30x.vcf.gz,
,BU,AshkenazimTrio,HG002,HySA,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/MDAnderson_HySA_05052017/HG002/build37.vcf.gz,
,BU,AshkenazimTrio,HG002,HySA,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/MDAnderson_HySA_05052017/HG002/build38.vcf.gz,
,BU,AshkenazimTrio,HG004,HySA,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/MDAnderson_HySA_05052017/HG004/build37.vcf.gz,
,BU,AshkenazimTrio,HG004,HySA,05052017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/MDAnderson_HySA_05052017/HG004/build38.vcf.gz,
,MSSM,AshkenazimTrio,HG002,,06042019,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/MSSM_MsPAC_SVs_assemblies_06042019/HG002/MsPAC_svcalls/hg002.filtered_calls_annotated.vcf,
,MSSM,AshkenazimTrio,HG002,,06042019,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/MSSM_MsPAC_SVs_assemblies_06042019/HG002/MsPAC_svcalls/hg002.total_calls_annotated.vcf,
,NCBI,AshkenazimTrio,HG002,BreakScan,05051017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NCBI_BreakScan_05052017_v1.0/HG002_bkscan_deletion_v1.0_05051017.vcf,
,NCBI,AshkenazimTrio,,BreakScan,12072017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NCBI_BreakScan_12072017_v1.1/breakscan_v1.1_SVs_deletions.vcf,
,NCBI,AshkenazimTrio,,BreakScan,12072017,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NCBI_BreakScan_12072017_v1.1/breakscan_v1.1_SVs_insertions.vcf,
ILLUMINA,NCBI,AshkenazimTrio,,,09042015,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NCBI_IlluminaHiSeq300X_cortex_09042015/AJtrio_HiSeq300X_cortex_variants_GRCh37_09042015.vcf,GRCh37
,NHGRI,AshkenazimTrio,,,091316,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_PBRefine1.0_Sep2016/NHGRI_PBRefine1.0_AJTrio.091316.sort.vcf.gz,
ILLUMINA,NIST,AshkenazimTrio,HG002,freebayes,160626,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_Ill300x_Freebayes_160626/HG002_ALLCHROM_hs37d5_novoalign_Ilmn150bp300X_FB_delgt19.vcf,GRCh37
ILLUMINA,NIST,AshkenazimTrio,HG002,freebayes,160626,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_Ill300x_Freebayes_160626/HG002_ALLCHROM_hs37d5_novoalign_Ilmn150bp300X_FB.vcf.gz,GRCh37
ILLUMINA,NIST,AshkenazimTrio,HG002,GATK,160626,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_Ill300x_GATKHC3.5_160626/HG002_ALLCHROM_hs37d5_novoalign_Ilmn150bp300X_GATKHC_delgt19.vcf,GRCh37
ILLUMINA,NIST,AshkenazimTrio,HG002,GATK,160626,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_Ill300x_GATKHC3.5_160626/HG002_ALLCHROM_hs37d5_novoalign_Ilmn150bp300X_GATKHC.vcf.gz,GRCh37
,RealTimeGenomics,AshkenazimTrio,,rtg,08232018,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_MPI_whatshap_08232018/RTG.hg19.10x.trio-whatshap.vcf.gz,GRCh37
