giab_id_cdk,biosample,trio,dna_id,ref_genome,snps,indels,phased_genotypes,ftp_vcf_file
Not Available,Not Available,Not Available,Not Available,NA,0,607,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/HG2_MCha_hpol_0218.merged.clustered.0.2.0.2.0.2_vs_GIABv0.6/tp-base.vcf
HG003,SAMN03283345,ASHKENAZI_JEWISH,NA24149,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG003_NA24149_father/NIST_HiSeq_HG003_Homogeneity-12389378/HG003Run03-13288282/HG003Run03_S1.SV.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/PacBio_pbsv_05212019/HG001_hs37d5.pbsv.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,29061,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass/hg004.Assemblytics_structural_variants.sorted_decomposed_norm.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass/HG004.commonlaw.deletions.bilkentuniv.082815_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1592,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/GRCh38/HG2_10X_pseu2.2_0916.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,32,296,- (32/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass/HG003_NIST_150bp_50x_fermikit.raw_min20bp_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,6436,1.35 (51194/37809),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/Leicester_HipSTR_GangSTR_05182022/GangSTR/HG006_30x.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (2432/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/10Xgenomics_ChromiumGenome_LongRanger2.1_09302016/NA12878_hg19/NA12878_hg19_deletions.vcf.gz
Not Available,Not Available,Not Available,Not Available,GRCh38,4065223,20778,1.50 (2436309/1628914),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/PacBio_CCS_15kb_20kb_chemistry2_042021/HG001.GRCh38.deepvariant.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,0.72 (6923/9618),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509/all_reads.fa.giab_h003_ngmlr-0.2.3_mapped.bam.sniffles1kb_auto_noalts_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,460425,1.7% (83618/5036354),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_v4.2_SmallVariantDraftBenchmark_07092020/supplementaryFiles/HG003_GRCh38_CHROM1-22_v4.2_annotated.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,99996,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/Preliminary_Integrations_v0.3.0/svanalyzer_union_170509_refalt.5.5.5.clustered.uniquecalls.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,5.79 (1802/311),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.breakseq.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG003_pass/all_reads.fa.giab_h003.bwamem.mapped.merged.bam.sniffles1kb_auto_noalts.vcf.gz
HG005,SAMN03283350,HAN_CHINESE,NA24631,NA,0,23815,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamplessubmissions/ADF1EDBC-1463-482D-808E-C7EBED5C1161--WUSTL_Variant_Calls/HG005/calls//HG005.GRCh38_no_alt.sniffles.vcf
HG005,SAMN03283350,HAN_CHINESE,NA24631,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamplessubmissions/ADF1EDBC-1463-482D-808E-C7EBED5C1161--WUSTL_Variant_Calls/HG005/calls//HG005.GRCh38_no_alt.svim.vcf
HG005,SAMN03283350,HAN_CHINESE,NA24631,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamplessubmissions/ADF1EDBC-1463-482D-808E-C7EBED5C1161--WUSTL_Variant_Calls/HG005/calls//HG005.hifiasm_pat.svim.vcf
HG005,SAMN03283350,HAN_CHINESE,NA24631,NA,0,0,2.14 (21867/10216),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamplessubmissions/B581EBA7-8BDE-4C7C-9DEA-78B99A051155--Yale_HPP_Year1_Variant_Calls/HG005//HG005.GRCh38_no_alt.svim.vcf.gz
HG002,SAMN03283347,ASHKENAZI_JEWISH,NA24385,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamplessubmissions/B581EBA7-8BDE-4C7C-9DEA-78B99A051155--Yale_HPP_Year1_Variant_Calls/HG002//HG002.CHM13Y_EBV.svim.vcf.gz
HG002,SAMN03283347,ASHKENAZI_JEWISH,NA24385,NA,3865329,11308,1.53 (2847848/1862833),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamplesNHGRI_UCSC_panel/HG002/hpp_HG002_NA24385_son_v1/10XG/giab_chromium_data/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018_high_coverage_bams//NA24385.GRCh38.phased_variants.vcf.gz
HG005,SAMN03283350,HAN_CHINESE,NA24631,NA,3612951,22407,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_45x_bams_vcfs_PerFlowCell/150424_HG005_Homogeneity_02_FCB-22108088/150424_HG005_Homogeneity_FCB_Combined-23168147/150424-HG005-Homogeneity-FCB-Combined_S1.vcf
Not Available,Not Available,Not Available,Not Available,NA,NA,215621,79309,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/Illumina_PlatinumGenomes_NA12877_NA12878_09162015/hg19/older_releases/IlluminaPlatinumGenomes_v6.0/individual_callsets/isaac.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1277,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/GRCh38/HG2_ORod_PBBio_0417.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,152702,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/Preliminary_Integrations_v0.3.0/svanalyzer_union_170509_refalt.2.2.2.clustered.uniquecalls.vcf.gz
HG005,SAMN03283350,HAN_CHINESE,NA24631,NA,0,0,11.17 (134/12),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/HG005_NA24631_son/HG005_NA24631_son_HiSeq_300x/basespace_45x_bams_vcfs_PerFlowCell/150424_HG005_Homogeneity_02_All_Zook-22103085/HG005_Run02-22900069/HG005-Run02_S1.CNV.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,1282,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/GRCh38/HG2_ORod_PBBio_0417.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,461,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SpiralBGA_v0.6_TruvariBench/sequence_comparison/fn.vcf
Not Available,Not Available,Not Available,Not Available,NA,3859321,0,1.77 (2464260/1395061),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/NIST_union_callsets_06172013/NISTIntegratedCalls_14datasets_131103_allcall_UGHapMerge_HetHomVarAll_2platforms_VQSRv2.18_2mindatasets_5minYesNoRatio_all.primitives.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1318,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/hs37d5/HG2_Dove_DIS_0417.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,282,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/HG4_DISCOVAR250bp.min500.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,636,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/HG2_ORod_raw_0518.merged.clustered.0.2.0.2.0.2_vs_GIABv0.6/tp-base.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_09302016/NA24149_hg19/NA24149_hg19_large_svs.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,2238,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/hs37d5/HG2_Dove_Falc_0417.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass/HG004_250bp_fermikit.sv_decomposed_norm.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1241,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/HG2_PB_Bionano.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1117,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/GRCh38/HG2_Dove_DIS_0417.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,1751371,381050,1.93 (3652857/1889595),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Rutgers_IlluminaHiSeq300X_rtg_11052015/rtg_allCallsV2.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,220,8184,1.17 (218302/185975),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24631.phased_variants.reformatted.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.lumpy.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,1,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/SVRefine_v0.6_TruvariReports_NFH/HG2_IFid_pseu2_0118.merged.clustered.0.2.0.2.0.2_vs_GIABv0.6/base-filter.vcf
HG004,SAMN03283346,ASHKENAZI_JEWISH,NA24143,NA,0,0,5.60 (56/10),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/HG004_250bp_All-29933060/HG004-250bp-All_S1.CNV.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,1809,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/hs37d5/HG2_10X_PBhap2_1117.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,2709,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/HG4_Dovetail_Falcon.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1613,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/hs37d5/HG2_10X_pseu2.1_0916.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/NIST_union_callsets_06172013/NISTIntegratedCalls_13datasets_130719_allcall_UGHapMerge_HomRef_VQSRv2.17_all_bias_nouncert_excludesimplerep_excludesegdups_excludedecoy_excludeRepSeqSTRs_noCNVs.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/all_reads.fa.giab_h002_ngmlr-0.2.3_mapped.bam.sniffles1kb_auto_noalts_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,6.86 (1859/271),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.140528_D00360_0018_AH8VC6ADXX.realigned.recalibrated.breakseq.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,0,18.21 (3223/177),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG002/HG002.pindel.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,0,2.54 (5421/2131),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/BINA_MetaSV_12072015/HG002/variants.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1572,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/GRCh38/HG2_IFid_pseu2.2_0118.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/Parliament.HG002.assemblyonly_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,3459,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05092017/HG2_pseudohap2.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1534,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/GRCh38/HG2_ORod_raw.02_0518.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1525,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/GRCh38/HG2_MCha_h0pol_0218.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,282789,97.3% (5355804/5502514),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/Illumina_PlatinumGenomes_NA12877_NA12878_09162015/hg19/older_releases/IlluminaPlatinumGenomes_v7.0/individual_callsets/bwa_gatk3.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,30573,111,0.85 (14041/16532),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/SevenBridges_GraphGATKRefine_05052017/HG003.hs37d5.60x.union_170414.split.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,24548,1.95 (299609/153370),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/Garvan_NA12878_HG001_HiSeq_Exome/project.NIST.hc.snps.indels.vcf
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass/HG004.pindel_pass_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,1660,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509/HG2_Ill_Spiral_run06variants_svs_pass_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,223,8253,1.19 (218930/184485),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh37/NA24695.phased_variants.reformatted.vcf.gz
Not Available,Not Available,Not Available,Not Available,GRCh38,3883304,12089,1.69 (2942556/1746115),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/PacBio_CCS_15kb_20kb_chemistry2_042021/HG001.GRCh38.gatkhc.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,1.33 (2289/1716),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24149.dels.reformatted.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,23502,169,1.49 (20574/13846),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_HG002_medical_genes_benchmark_v0.01.00/GRCh38/HG002_GRCh38_difficult_medical_gene_smallvar_benchmark_v0.01.00.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,3928677,5244,1.50 (2818923/1876917),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.1_09302016/NA24149_GRCh38/NA24149_GRCh38_phased_variants.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass/HG003_250bp_fermikit.sv_decomposed_norm.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,1.88 (663/352),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG002_pass/HG002.140528_D00360_0018_AH8VC6ADXXrealigned.recalibrated.delly.noLowQual.noIMPRECISE.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,12,3525,0.09 (1/11),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass/HG003_GRCh37_CHROM1-MT_novoalign_Ilmn150bp300X_FB_min20bp_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,116552,100.0% (1184682/1184682),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/analysis/Leicester_HipSTR_GangSTR_05182022/HipSTR/NA12878_Chinese_trio_30x.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG003_pass/all_reads.fa.giab_h003_ngmlr-0.2.3_mapped.bam.sniffles1kb_auto_noalts_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/inputvcfs_preformatted/HG002_pass/HG002_Krunch_all.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,476,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_SVs_Integration_v0.6/GIAB_Evaluations/BoutrosLab-SV_curation_GIABv0.6/manta_GIABv0.6/truvari_manta_filtered_pctsim_GIABv0.6/tp-call.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,1871,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/hs37d5/HG2_10X_PBhap1_1117.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,hs37d5,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_10312019/pbsv/pbsv_HG004_SequelII.hs37d5.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,539,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_12062017/HG4_megahit.l100c500.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/inputvcfswithIDs_170509/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.lumpy_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1615,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_04122018/hs37d5/HG2_MCha_h1pol_0218.l100c500.no_ns.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,1054,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/DNAnexus_AndrewC_Illumina_Callers_Sep2016/HG003/HG003.140701_D00360_0032_AHA0KGADXX.realigned.recalibrated.manta.diploidSV.vcf
HG004,SAMN03283346,ASHKENAZI_JEWISH,NA24143,NA,0,1084,- (0/0),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/HG004_NA24143_mother/NIST_Illumina_2x250bps/HG004_250bp_All-29933060/HG004-250bp-All_S1.SV.vcf
Not Available,Not Available,Not Available,Not Available,NA,3816397,26934,1.98 (3531695/1787770),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/HPRC-HG002.cur.20211005/HPRC-cur.20211005-align2-GRCh37.dip.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG004_pass/HG004.140818_D00360_0047_BHA66FADXX.realigned.recalibrated.delly.noLowQual.noIMPRECISE_refalt_head.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,NA,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/HG002.140528_D00360_0018_AH8VC6ADXXrealigned.recalibrated.delly.noLowQual.noIMPRECISE_decomposed_norm.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,2345,377,1.08 (94/87),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/Rutgers_IlluminaHiSeq300X_rtg_11052015/rtg_denovo2.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,218,8967,1.47 (478458/325764),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/10XGenomics_ChromiumGenome_LongRanger2.2_Supernova2.0.1_04122018/GRCh38/NA24385.phased_variants.reformatted.vcf.gz
Not Available,Not Available,Not Available,Not Available,NA,0,0,0.00 (0/7879),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/NA12878/analysis/CLCBIO_Illumina300X_callsets_10012015/U5c_CCGTCC_L001_R1_001_paired_Reads_locally_realigned_InDel.vcf
Not Available,Not Available,Not Available,Not Available,NA,0,2392,0,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NHGRI_SVrefine_05252018/hs37d5/HG2_ABas_Falc_0316.l100c500.no_ns.vcf.gz
HG007,SAMN03283349,HAN_CHINESE,NA24695,NA,0,0,8.00 (160/20),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/ChineseTrio/HG007_NA24695-hu38168_mother/NA24695_Mother_HiSeq100x/NA24695_Mother_HiSeq100x_fastqs/NA24695_Justin-18377364/NA24695_combined-19072106/NA24695-combined_S1.CNV.vcf
Not Available,Not Available,Not Available,Not Available,NA,31829,NA,NA,https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/NIST_UnionSVs_05092017/supplementaryFiles/intermediate_170509/HG002_pass/HG002_PB10X_AMB_variants_fixpos_withID_gt19bp.sort.vcf.gz
Not Available,Not Available,Not Available,Not Available,GRCh37,3957367,21442,1.49 (2367065/1590302),https://ftp-trace.ncbi.nlm.nih.gov/ReferenceSamples/giab/data/AshkenazimTrio/analysis/PacBio_CCS_15kb_20kb_chemistry2_10312019/GRCh37/deepvariant_HG002_15kb_36X_SequelII.vcf.gz
